age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,Contacts_during_the_Campaign,Previous_Outcome,Desired_Target,Desired_Target_Num,state
32,technician,single,professional.course,no,no,no,telephone,May,Monday,79,1,nonexistent,Not Subscribed,1,New South Wales
36,technician,single,high.school,no,yes,no,telephone,May,Monday,142,2,nonexistent,Not Subscribed,1,Victoria
36,blue-collar,single,high.school,no,no,yes,telephone,May,Monday,389,1,nonexistent,Not Subscribed,1,New South Wales
33,services,single,high.school,no,no,no,telephone,May,Monday,702,1,nonexistent,Not Subscribed,1,New South Wales
40,technician,divorced,professional.course,no,no,no,telephone,May,Monday,151,1,nonexistent,Not Subscribed,1,Queensland
41,blue-collar,married,basic.4y,no,yes,no,telephone,May,Monday,211,1,nonexistent,Not Subscribed,1,New South Wales
51,services,married,basic.6y,no,yes,no,telephone,May,Monday,117,1,nonexistent,Not Subscribed,1,Queensland
36,technician,married,professional.course,no,yes,no,telephone,May,Monday,232,3,nonexistent,Not Subscribed,1,New South Wales
28,services,married,unknown,no,no,no,telephone,May,Monday,408,2,nonexistent,Not Subscribed,1,New South Wales
53,services,married,high.school,no,yes,yes,telephone,May,Monday,370,3,nonexistent,Not Subscribed,1,Western Australia
58,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Monday,179,2,nonexistent,Not Subscribed,1,New South Wales
45,management,married,basic.9y,no,no,yes,telephone,May,Monday,46,1,nonexistent,Not Subscribed,1,Queensland
43,technician,married,unknown,no,yes,no,telephone,May,Monday,200,1,nonexistent,Not Subscribed,1,New South Wales
33,admin.,married,high.school,no,no,yes,telephone,May,Monday,50,1,nonexistent,Not Subscribed,1,New South Wales
33,admin.,married,high.school,no,no,yes,telephone,May,Monday,181,1,nonexistent,Not Subscribed,1,Victoria
27,blue-collar,single,basic.6y,no,unknown,unknown,telephone,May,Monday,119,1,nonexistent,Not Subscribed,1,Victoria
42,technician,married,high.school,no,no,no,telephone,May,Monday,361,1,nonexistent,Not Subscribed,1,New South Wales
43,admin.,divorced,basic.9y,no,no,no,telephone,May,Monday,73,3,nonexistent,Not Subscribed,1,Queensland
42,admin.,married,university.degree,no,no,no,telephone,May,Monday,67,2,nonexistent,Not Subscribed,1,Victoria
27,blue-collar,single,basic.6y,no,no,no,telephone,May,Monday,350,1,nonexistent,Not Subscribed,1,New South Wales
34,self-employed,single,university.degree,no,yes,no,telephone,May,Monday,150,2,nonexistent,Not Subscribed,1,New South Wales
31,student,single,university.degree,unknown,no,no,telephone,May,Monday,332,2,nonexistent,Not Subscribed,1,New South Wales
54,management,divorced,university.degree,no,no,no,telephone,May,Monday,611,2,nonexistent,Not Subscribed,1,Victoria
40,self-employed,married,basic.4y,unknown,no,no,telephone,May,Monday,58,3,nonexistent,Not Subscribed,1,New South Wales
52,unemployed,married,high.school,unknown,yes,no,telephone,May,Monday,151,1,nonexistent,Not Subscribed,1,Western Australia
47,management,divorced,university.degree,no,no,no,telephone,May,Monday,89,2,nonexistent,Not Subscribed,1,Western Australia
49,housemaid,married,basic.9y,unknown,no,no,telephone,May,Monday,152,1,nonexistent,Not Subscribed,1,Tasmania
32,admin.,single,high.school,no,no,no,telephone,May,Monday,611,2,nonexistent,Not Subscribed,1,Victoria
49,housemaid,single,high.school,unknown,yes,yes,telephone,May,Monday,110,2,nonexistent,Not Subscribed,1,New South Wales
50,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Monday,463,1,nonexistent,Not Subscribed,1,South Australia
34,services,married,high.school,no,no,no,telephone,May,Monday,962,1,nonexistent,Not Subscribed,1,Queensland
55,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Monday,102,2,nonexistent,Not Subscribed,1,New South Wales
47,technician,single,basic.9y,no,no,no,telephone,May,Monday,10,4,nonexistent,Not Subscribed,1,New South Wales
51,retired,married,professional.course,no,no,no,telephone,May,Monday,118,3,nonexistent,Not Subscribed,1,Queensland
47,blue-collar,married,basic.6y,no,no,no,telephone,May,Monday,92,2,nonexistent,Not Subscribed,1,New South Wales
56,technician,married,basic.4y,no,yes,no,telephone,May,Monday,143,3,nonexistent,Not Subscribed,1,Victoria
53,admin.,married,basic.9y,no,no,no,telephone,May,Monday,189,3,nonexistent,Not Subscribed,1,New South Wales
36,blue-collar,married,basic.9y,no,yes,no,telephone,May,Monday,75,2,nonexistent,Not Subscribed,1,Victoria
42,blue-collar,divorced,basic.9y,no,yes,no,telephone,May,Monday,189,2,nonexistent,Not Subscribed,1,Victoria
44,blue-collar,divorced,basic.6y,no,no,no,telephone,May,Monday,55,2,nonexistent,Not Subscribed,1,Tasmania
39,housemaid,married,basic.9y,no,yes,no,telephone,May,Monday,935,3,nonexistent,Subscribed,0,New South Wales
37,admin.,single,high.school,no,yes,yes,telephone,May,Monday,56,2,nonexistent,Not Subscribed,1,Victoria
60,blue-collar,married,unknown,unknown,yes,no,telephone,May,Monday,5,2,nonexistent,Not Subscribed,1,South Australia
36,services,married,high.school,no,no,no,telephone,May,Monday,225,2,nonexistent,Not Subscribed,1,Victoria
42,management,divorced,university.degree,no,yes,no,telephone,May,Monday,125,2,nonexistent,Not Subscribed,1,New South Wales
31,admin.,married,high.school,no,yes,yes,telephone,May,Monday,286,2,nonexistent,Not Subscribed,1,New South Wales
53,technician,divorced,professional.course,unknown,no,yes,telephone,May,Monday,206,2,nonexistent,Not Subscribed,1,New South Wales
45,blue-collar,married,basic.4y,no,yes,no,telephone,May,Monday,164,2,nonexistent,Not Subscribed,1,Victoria
37,technician,single,professional.course,no,yes,no,telephone,May,Monday,98,2,nonexistent,Not Subscribed,1,Queensland
47,self-employed,married,professional.course,no,no,no,telephone,May,Monday,446,2,nonexistent,Not Subscribed,1,Western Australia
49,blue-collar,divorced,high.school,no,no,yes,telephone,May,Monday,742,2,nonexistent,Not Subscribed,1,New South Wales
36,admin.,married,university.degree,no,yes,no,telephone,May,Monday,120,2,nonexistent,Not Subscribed,1,Western Australia
35,services,divorced,high.school,no,no,no,telephone,May,Monday,122,3,nonexistent,Not Subscribed,1,Western Australia
38,unknown,married,unknown,unknown,no,no,telephone,May,Monday,362,4,nonexistent,Not Subscribed,1,Queensland
38,services,single,high.school,unknown,no,no,telephone,May,Monday,357,2,nonexistent,Not Subscribed,1,Queensland
50,blue-collar,divorced,high.school,unknown,no,yes,telephone,May,Monday,200,2,nonexistent,Not Subscribed,1,Queensland
59,retired,married,professional.course,unknown,no,no,telephone,May,Monday,107,2,nonexistent,Not Subscribed,1,Victoria
43,unknown,married,unknown,no,yes,no,telephone,May,Monday,267,2,nonexistent,Not Subscribed,1,Queensland
42,admin.,married,high.school,no,yes,no,telephone,May,Monday,248,2,nonexistent,Not Subscribed,1,Queensland
40,admin.,married,basic.6y,unknown,yes,no,telephone,May,Monday,215,2,nonexistent,Not Subscribed,1,Victoria
46,blue-collar,married,unknown,unknown,no,no,telephone,May,Monday,209,2,nonexistent,Not Subscribed,1,Western Australia
57,housemaid,divorced,basic.4y,no,yes,yes,telephone,May,Monday,205,2,nonexistent,Not Subscribed,1,New South Wales
42,admin.,married,university.degree,no,yes,no,telephone,May,Monday,261,3,nonexistent,Not Subscribed,1,Victoria
41,blue-collar,married,basic.4y,no,yes,no,telephone,May,Monday,83,2,nonexistent,Not Subscribed,1,Western Australia
54,management,divorced,university.degree,no,yes,no,telephone,May,Monday,106,3,nonexistent,Not Subscribed,1,Victoria
27,admin.,single,university.degree,no,no,no,telephone,May,Monday,106,2,nonexistent,Not Subscribed,1,Victoria
36,admin.,married,high.school,no,no,no,telephone,May,Monday,108,2,nonexistent,Not Subscribed,1,New South Wales
58,blue-collar,married,professional.course,unknown,yes,no,telephone,May,Monday,214,2,nonexistent,Not Subscribed,1,Queensland
40,management,married,university.degree,unknown,yes,no,telephone,May,Monday,358,2,nonexistent,Not Subscribed,1,New South Wales
34,admin.,single,basic.9y,unknown,no,no,telephone,May,Monday,453,2,nonexistent,Not Subscribed,1,Western Australia
33,admin.,divorced,high.school,no,no,no,telephone,May,Monday,364,2,nonexistent,Not Subscribed,1,Queensland
56,retired,married,basic.6y,no,no,no,telephone,May,Monday,136,2,nonexistent,Not Subscribed,1,New South Wales
42,blue-collar,married,basic.9y,no,no,no,telephone,May,Monday,173,2,nonexistent,Not Subscribed,1,Victoria
43,services,married,high.school,no,yes,no,telephone,May,Monday,241,2,nonexistent,Not Subscribed,1,South Australia
54,management,single,basic.9y,no,yes,no,telephone,May,Monday,224,3,nonexistent,Not Subscribed,1,New South Wales
53,admin.,single,basic.6y,no,yes,yes,telephone,May,Monday,148,2,nonexistent,Not Subscribed,1,Victoria
42,technician,single,unknown,no,no,no,telephone,May,Monday,230,2,nonexistent,Not Subscribed,1,Victoria
40,services,married,basic.6y,unknown,no,no,telephone,May,Monday,199,3,nonexistent,Not Subscribed,1,New South Wales
54,technician,married,professional.course,no,yes,yes,telephone,May,Monday,196,2,nonexistent,Not Subscribed,1,Western Australia
40,housemaid,single,professional.course,no,no,no,telephone,May,Monday,111,4,nonexistent,Not Subscribed,1,Victoria
26,admin.,single,university.degree,no,yes,no,telephone,May,Monday,231,3,nonexistent,Not Subscribed,1,Western Australia
33,admin.,married,high.school,no,no,no,telephone,May,Monday,316,3,nonexistent,Not Subscribed,1,Tasmania
35,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Monday,240,2,nonexistent,Not Subscribed,1,Queensland
36,admin.,married,high.school,no,no,no,telephone,May,Monday,669,3,nonexistent,Not Subscribed,1,Western Australia
29,services,single,high.school,no,yes,no,telephone,May,Monday,425,2,nonexistent,Not Subscribed,1,New South Wales
36,blue-collar,married,basic.9y,no,yes,no,telephone,May,Monday,121,2,nonexistent,Not Subscribed,1,New South Wales
35,management,married,high.school,no,yes,no,telephone,May,Monday,174,5,nonexistent,Not Subscribed,1,South Australia
50,self-employed,single,university.degree,no,no,yes,telephone,May,Monday,88,5,nonexistent,Not Subscribed,1,Queensland
46,services,married,high.school,unknown,yes,no,telephone,May,Monday,313,3,nonexistent,Not Subscribed,1,Queensland
49,entrepreneur,married,high.school,no,yes,no,telephone,May,Monday,135,4,nonexistent,Not Subscribed,1,Victoria
42,technician,single,professional.course,unknown,yes,no,telephone,May,Monday,152,2,nonexistent,Not Subscribed,1,Queensland
36,blue-collar,single,high.school,no,yes,yes,telephone,May,Monday,402,3,nonexistent,Not Subscribed,1,New South Wales
55,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Monday,221,2,nonexistent,Not Subscribed,1,Victoria
41,management,married,university.degree,unknown,no,no,telephone,May,Monday,213,2,nonexistent,Not Subscribed,1,South Australia
57,management,married,professional.course,unknown,yes,no,telephone,May,Monday,144,3,nonexistent,Not Subscribed,1,Victoria
32,services,single,high.school,no,yes,no,telephone,May,Monday,158,3,nonexistent,Not Subscribed,1,Victoria
49,admin.,married,basic.9y,no,no,no,telephone,May,Monday,220,3,nonexistent,Not Subscribed,1,Queensland
57,unknown,married,unknown,unknown,yes,no,telephone,May,Monday,325,2,nonexistent,Not Subscribed,1,New South Wales
58,blue-collar,divorced,basic.4y,no,yes,no,telephone,May,Monday,254,2,nonexistent,Not Subscribed,1,Victoria
52,technician,married,high.school,no,yes,no,telephone,May,Monday,503,2,nonexistent,Not Subscribed,1,New South Wales
50,services,divorced,professional.course,no,no,no,telephone,May,Monday,680,2,nonexistent,Not Subscribed,1,New South Wales
41,blue-collar,single,basic.9y,unknown,yes,no,telephone,May,Monday,421,4,nonexistent,Not Subscribed,1,New South Wales
33,entrepreneur,married,university.degree,no,yes,no,telephone,May,Monday,130,3,nonexistent,Not Subscribed,1,Queensland
57,blue-collar,married,basic.4y,no,no,no,telephone,May,Monday,164,2,nonexistent,Not Subscribed,1,Queensland
48,blue-collar,married,basic.6y,unknown,no,no,telephone,May,Monday,174,3,nonexistent,Not Subscribed,1,Victoria
55,technician,married,professional.course,no,no,no,telephone,May,Monday,113,2,nonexistent,Not Subscribed,1,Victoria
38,management,married,university.degree,no,no,no,telephone,May,Monday,195,2,nonexistent,Not Subscribed,1,Victoria
38,services,married,high.school,no,yes,no,telephone,May,Monday,347,3,nonexistent,Not Subscribed,1,New South Wales
53,admin.,married,university.degree,no,yes,no,telephone,May,Monday,208,2,nonexistent,Not Subscribed,1,Victoria
43,unemployed,single,university.degree,no,no,no,telephone,May,Monday,404,4,nonexistent,Not Subscribed,1,New South Wales
36,blue-collar,single,high.school,no,no,no,telephone,May,Monday,396,2,nonexistent,Not Subscribed,1,New South Wales
32,blue-collar,married,basic.9y,no,no,no,telephone,May,Monday,98,2,nonexistent,Not Subscribed,1,Victoria
33,services,married,basic.4y,no,no,no,telephone,May,Monday,229,3,nonexistent,Not Subscribed,1,Queensland
58,entrepreneur,married,basic.4y,no,yes,no,telephone,May,Monday,350,2,nonexistent,Not Subscribed,1,Queensland
40,unemployed,divorced,high.school,unknown,no,no,telephone,May,Tuesday,88,3,nonexistent,Not Subscribed,1,New South Wales
57,management,married,university.degree,no,yes,no,telephone,May,Tuesday,379,2,nonexistent,Not Subscribed,1,Western Australia
45,technician,married,high.school,no,yes,no,telephone,May,Tuesday,168,3,nonexistent,Not Subscribed,1,New South Wales
42,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Tuesday,190,3,nonexistent,Not Subscribed,1,New South Wales
46,admin.,married,university.degree,no,yes,no,telephone,May,Tuesday,158,1,nonexistent,Not Subscribed,1,Queensland
36,technician,married,university.degree,no,no,no,telephone,May,Tuesday,210,1,nonexistent,Not Subscribed,1,Queensland
41,self-employed,married,high.school,no,yes,no,telephone,May,Tuesday,102,1,nonexistent,Not Subscribed,1,New South Wales
57,admin.,divorced,basic.9y,no,no,no,telephone,May,Tuesday,306,1,nonexistent,Not Subscribed,1,Victoria
49,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Tuesday,64,1,nonexistent,Not Subscribed,1,Queensland
56,management,divorced,high.school,no,no,no,telephone,May,Tuesday,218,1,nonexistent,Not Subscribed,1,Victoria
37,blue-collar,married,basic.9y,no,no,no,telephone,May,Tuesday,77,1,nonexistent,Not Subscribed,1,New South Wales
37,blue-collar,married,basic.9y,no,no,yes,telephone,May,Tuesday,54,1,nonexistent,Not Subscribed,1,Western Australia
46,admin.,single,high.school,no,yes,no,telephone,May,Tuesday,344,1,nonexistent,Not Subscribed,1,New South Wales
22,blue-collar,single,basic.9y,no,yes,no,telephone,May,Tuesday,195,1,nonexistent,Not Subscribed,1,New South Wales
43,services,married,high.school,no,no,no,telephone,May,Tuesday,202,1,nonexistent,Not Subscribed,1,Victoria
49,blue-collar,married,unknown,no,no,no,telephone,May,Tuesday,286,1,nonexistent,Not Subscribed,1,Victoria
41,technician,married,basic.6y,no,yes,no,telephone,May,Tuesday,278,1,nonexistent,Not Subscribed,1,South Australia
38,admin.,single,university.degree,no,no,no,telephone,May,Tuesday,189,1,nonexistent,Not Subscribed,1,Western Australia
33,admin.,married,basic.9y,no,no,no,telephone,May,Tuesday,83,1,nonexistent,Not Subscribed,1,New South Wales
49,admin.,married,university.degree,no,yes,yes,telephone,May,Tuesday,18,1,nonexistent,Not Subscribed,1,Queensland
30,blue-collar,single,unknown,no,no,no,telephone,May,Tuesday,184,2,nonexistent,Not Subscribed,1,New South Wales
33,admin.,married,basic.9y,no,yes,no,telephone,May,Tuesday,235,1,nonexistent,Not Subscribed,1,Victoria
34,management,single,university.degree,no,no,no,telephone,May,Tuesday,290,1,nonexistent,Not Subscribed,1,New South Wales
30,student,single,unknown,unknown,no,no,telephone,May,Tuesday,133,1,nonexistent,Not Subscribed,1,Victoria
59,management,married,basic.4y,unknown,yes,yes,telephone,May,Tuesday,318,1,nonexistent,Not Subscribed,1,New South Wales
59,management,married,basic.4y,unknown,unknown,unknown,telephone,May,Tuesday,437,1,nonexistent,Not Subscribed,1,Victoria
41,self-employed,married,university.degree,no,no,no,telephone,May,Tuesday,402,1,nonexistent,Not Subscribed,1,Queensland
48,housemaid,married,basic.6y,unknown,yes,yes,telephone,May,Tuesday,501,4,nonexistent,Not Subscribed,1,New South Wales
28,unknown,single,unknown,unknown,yes,yes,telephone,May,Tuesday,1201,1,nonexistent,Subscribed,0,Victoria
44,services,married,high.school,no,yes,no,telephone,May,Tuesday,1030,1,nonexistent,Subscribed,0,Queensland
59,retired,unknown,university.degree,unknown,no,no,telephone,May,Tuesday,253,1,nonexistent,Not Subscribed,1,Victoria
50,management,married,high.school,unknown,no,no,telephone,May,Tuesday,149,1,nonexistent,Not Subscribed,1,Victoria
35,admin.,married,university.degree,no,no,no,telephone,May,Tuesday,144,1,nonexistent,Not Subscribed,1,Western Australia
42,admin.,married,high.school,no,no,no,telephone,May,Tuesday,69,1,nonexistent,Not Subscribed,1,New South Wales
